film,prod_team,dir_team,director,camera_team,prod_manage_team,depth,download_timeout,download_slot,download_latency,year,country
A Murder of Crows,Steve Porcaro,"Mike Alfonso,Ed Alvarez,Pedro Barquin,Mike R. Berman,Maike Both,Gregory Branson,Randall S. Coe,Mike Culotta,Shannon Curfman,James N. Delaplane,Bruce Di Valerio,Kristen Gassner,Joseph Genna,William Lee Gillespie,George E. Hanson,Michael Hendrick,John Herbert,Mark Hudson,Guy C. Johnson,Jeff L. Johnson,Michael A. Johnson,Monroe Kelly,Sidney J. Lambert,John Landrum,Suzy Lapick,Steven Light-Orr,Patrick McGuire,Todd McKibben,Glen L. Means,Gene Molnar,Jorin Ostroska,'Big Merv' Perry,Dale Saiger,Beth Siegel,Noah Smith,Leonard R. Spears,Jill Stevenson,Montgomery Triz,Jesse Valdez,Tom Waisanen,Steve Walters,Lawrence White,Helen Wilson,Edward Wouters,Quinn Yarbrough,Todd Young,Timothy M. Zilliox,Frank Zito",Rowdy Herrington,"Bill Dance,Tara Kelly,Bill Marinella,Mimi McDonald,Anastasia Roussel,Tommy Staub,Terri Douglas",,3,180.0,13.33.87.143,0.10611295700073242,12 December 1998,"UK,Italy,South Korea,Portugal,Spain,France,USA,Sweden,Denmark,Israel,Japan,Argentina,Netherlands,Germany,Peru,Indonesia,Norway,Belgium"
A Cat in the Brain,Fabio Frizzi,"Roberto Barbieri,Edmondo Gintili,Sotir Gjika",Lucio Fulci,Milena Printus,,3,180.0,13.33.87.143,0.21660518646240234,8 August 1990,"Italy,USA"
Albino Alligator,Mark Plummer,"Christopher Assells,Karen Baker Landers,Bob Bowman,Spartan Castiglioni,Dino Dimuro,Thom 'Coach' Ehle,Ann Fisher,Don Givens,Eric J. Goldstein,Jessica Goodwin,Tim Groseclose,Per Hallberg,Dan Hegeman,Doug Hemphill,Philip A. Hess,Ellen Heuer,Craig S. Jaeger,David Jobe,Diane Linn,Jennifer L. Mann,Paul Massey,Christopher Moriana,Philip D. Morrill,Matt Patterson,Brian Pierson,Charleen Richards,Lauren Stephens,Roger V. Stevenson,Peter Michael Sullivan,Mark Weingarten",Kevin Spacey,"Karla Stevens Flanigan,Raina Perlmutter,Lori Jean Sacks",,3,180.0,13.33.87.143,0.16718125343322754,9 September 1996,"Canada,USA,USA,USA,Russia,Portugal,France,UK,Australia,Germany,Spain,Slovakia,Japan,Thailand,Argentina,Finland"
The Scout,László Kovács,"Randle Akerson,Carmen Baker,Duncan Burns,Kenneth R. Burton,Rick Canelli,Paul Coogan,Virginia Cook-McGowan,Kurt Courtland,Phyllis Drury,Tom Gerard,Don Hall,Craig Heath,Hilda Hodges,R.J. Kizer,Mary Jo Lang,Catt LeBaigue,Richard Marx,Ernesto Muñoz,Thomas J. O'Connell,Kim H. Ornitz,Donald Ortiz,Richard Portman,William B. Radcliffe,Brian Risner,John Roesch,Leon Sandoval,Stacy Saravo,Steve Scanlon,William Schuler,Michele Sharp,Gary A. Theard,Don S. Walden,Carolyn Tapp",Michael Ritchie,"Federico Castillo,Kate Edwards,Sue Gandy,Sybil Gray,Donna Maloney,Gail McMullen,Jerry M. Ross,Matthew Van Dyne,Abram Waterhouse",,3,180.0,13.33.87.143,0.19030499458312988,30 September 1994,"USA,Brazil,Australia,Japan,UK,Hungary"
Foreign Student,Jean-Claude Petit,"Chris Arias,Alison Auth,Jamie Bishop,Richard Blankenship,Jesse Russell Brooks III,Paul Campagnoli,Lisa Caperton,Jimmy L. Carmickle,Harris Chandler,David Clark,Michael R. Clark,Laura Cruger,Dinkus Deane,Clifford D. Eubank,Marty Garrigan,Thomas J. Garrigan,Eric Gruber,Michael D. Harrell,Kalina Ivanov,Heather S. Jenkins,Michael Moran,Eric Paulson,Rick Perryman,Stephen C. Peterman,Patrice Renault,Cliff Safferwich,Stephen G. Shifflette,Tracee Shuler,Susann Whittier",Eva Sereny,"Robert Black,Lisa Clayton,Scott Cooke,Sean Devlin,Hal Dowdy,Than Hvizdos,Liz Marks,Sylvester Tucker,Regina Yavel",,3,180.0,13.33.87.143,0.15184879302978516,20 April 1994,"France,USA,USA"
Night Terrors,Amnon Salomon,"Yann Delpuech,Gregory King,Yohai Moshe,Rob Nokes,Daniel Pellerin,Michael Werth",Tobe Hooper,Gaby Weismann,,3,180.0,13.33.87.143,0.15474796295166016,30 May 1993,"Italy,Germany,Japan,Italy,UK,USA"
Listen to Me,David Foster,"Matt Furginson,Joseph E. Hubbard,Joseph Musso,Tom Southwell",Douglas Day Stewart,Barbara Harris,,3,180.0,13.33.87.143,0.3090701103210449,5 May 1989,"USA,Australia,Finland,Denmark,Sweden,France,West Germany,Netherlands,UK,Japan"
In Country,Russell Boyd,"Anke Bakker,David Cole,Richard Crosthwait,Alison Fisher,Alison Grace,Alastair Gray,Sharon Lackie,Andy Malcolm,Paul Massey,Ian McPherson,Andy Nelson,Michael O'Farrell,Allen Ormerod,Scott D. Smith,Marc-Jon Sullivan,John Szoges,Mark Weber,Don White,Jeffrey A. Williams",Norman Jewison,"Hope Hanafin,Sue Miller,Chuck Velasco,Karen Young",,3,180.0,13.33.87.143,0.18347430229187012,7 September 1989,"Canada,USA,USA,Argentina,UK,Belgium,France,Netherlands,Portugal,Germany,Sweden"
Land and Freedom,Barry Ackroyd,"Ray Beckett,Kevin Brazier,Paul Filby,Andrew Morris,David Old,Boris Zapata,Clive Pendry,Alan Sallabank",Ken Loach,"Paul Clegg,Anthony Morris",,3,180.0,13.33.87.143,0.11890506744384766,7 April 1995,"Spain,France,Netherlands,Italy,Turkey,USA,France,UK,Germany,Greece,Denmark,Australia,Sweden,Poland,USA,Uruguay,Argentina,South Korea,Portugal,Uruguay,Japan,South Africa,Greece,Mexico,Finland,Serbia,Greece,Czech Republic"
Last Night,"Alexina Louie,Alex Pauk","Paul D'Angillo,Michael Followes,Sandy Glud,Ian Hay,John MacNeil,Friday Myers",Don McKellar,Jane Rogers,,3,180.0,13.33.87.143,0.1807689666748047,May 1998,"France,Canada,Canada,Canada,Argentina,Greece,Greece,Portugal,France,Belgium,Denmark,UK,New Zealand,Norway,USA,Israel,Taiwan,Italy,Poland,Brazil,Germany,Iceland,Sweden,UK,Italy"
Najbolji,Kornelije Kovac,,Dejan Sorak,Nada Nedeljkovic,,3,180.0,13.33.87.143,0.22777485847473145,19 January 1989,Yugoslavia
Three Wishes,Johnny E. Jensen,"Nicholas R. Allen,Bob Baron,Christopher E. Bennett,David A. Cohen,Teresa Eckton,Malcolm Fife,Nancy Jencks,Fred Johnston,Kyrsten Mate,Jennifer Myers,Margie O'Malley,Lee Orloff,Jim Pasque,Thomas A. Payne,Richard Quinn,Karen Rester,Philip Rogers,Michael Semanick,Leslie Shatz,Dianna Stirpe,Lisa Anne Storer,Frederic Vautier,Marilyn S. Zalkan,Paul J. Zydel",Martha Coolidge,"Shaunda G. Jones,Steve Spiker",,3,180.0,13.33.87.143,0.2286369800567627,27 October 1995,"USA,UK,Singapore,Australia,Brazil,Turkey,Spain,Greece,Sweden,France,Japan,Portugal,Hungary,South Korea"
Dr. Jekyll and Ms. Hyde,Tom Priestley Jr.,"Sylvain Arseneault,Thom Brennan,Zane D. Bruce,Michel Charron,Robert Friedman,Alexandra Gonzales,Tim Song Jones,Cynthia Merrill,Patrick Rousseau,Joseph T. Sabella,Victoria Rose Sampson",David Price,"John Finklea,James D. Young",,3,180.0,13.33.87.143,0.1907517910003662,25 August 1995,"USA,South Korea,Argentina,Spain,Turkey,Singapore,UK,Ireland,Poland,Hong Kong,Japan,Hungary,Italy,Germany,Greece,Australia,Finland,Portugal"
Spaced Invaders,David E. Russo,"Greg Aronowitz,Ted Berner,John Davenport,Charles Doane,Russell Draper,Mitch Eakin,Randy Echols,Jim Eustermann,John Frady,Gordon Germaine,Val Harris,Michael J Henderson,Michael Hirst,Dayna Lee,Kent W. Luttrell,Scott Mann,Rudy Mercado,Pierre Minault,Julius Norman,Natalie Pope,Michael Rohen,Francis J. Roix,Mitch Turnbull",Patrick Read Johnson,"Greg Aronowitz,Mona May,Mell Petersen",,3,180.0,13.33.87.143,0.11421585083007812,27 April 1990,"USA,UK,Germany,Japan,France"
Slumber Party Massacre III,Louis Chalif,"James Brenner,Rodger Enochson,Esther Eun,Sean Hood,Tamara Murphy,Joseph Nemcik,Randy Pepprock,Gary Randall,David Riggins,John Ross,Tim Roth,Michael Vatovec,Sean Velour,Sean Hood",Sally Mattison,Susan Crandall,,3,180.0,13.33.87.143,0.1289060115814209,7 September 1990,"USA,France"
Basket Case 2,Robert M. Baldwin,"Paul Bang,George A. Lara,Sean O'Neil,Paul P. Soucek,Brian Vancho",Frank Henenlotter,"Michael Levine,Stan Sztaba",,3,180.0,13.33.87.143,0.1947171688079834,2 March 1990,"USA,USA,USA,Japan,USA,Germany,Argentina,Finland,Finland"
Box of Moonlight,Jim Farmer,"Andrea Baio,Phil Bayless,Ken Bronson,John Deaderick,Dana Fox,Lisa Fox,Mark Harrington,Emily Hull,Derrick Kardos,Victoria Krasnakevich,John Oglevee,Grace E. Rothrock,C.J. Sagle,Misho Stawnychy,Michael S. Stencil,Chad Tucker,E. Parker Webb",Tom DiCillo,"Jayne Morgan,Erin O'Leary",,3,180.0,13.33.87.143,0.10103607177734375,29 August 1996,"Italy,Canada,Canada,Germany,Israel,UK,Spain,France,Brazil,USA,Portugal,Hungary,Finland,Netherlands,Belgium,Slovakia,Turkey"
Vanya on 42nd Street,Joshua Redman,"Joel Holland,Tod A. Maitland,David Platt,Reilly Steele,Philip Stockton,Steven Visscher",Louis Malle,Sue Gandy,,3,180.0,13.33.87.143,0.21887993812561035,10 September 1994,"Italy,Canada,USA,Spain,Italy,UK,Switzerland,France,Switzerland,Germany,Australia,Sweden,Denmark,Japan,Finland"
How to Be a Player,Darren Floyd,"Daniel Beralas,Nesdon Foye Booth,Matt Busch,William Butler,Hassan Ali Fatemi,Sean Maytum,Chuck McSorley,Wendy Neel Brogan,Chauncey Pierce,Michael Spitaletto,Larry Vigus",Lionel C. Martin,"Monica R. Cooper,Susan D. Fowler,Barbara Harris",,3,180.0,13.33.87.143,0.1585090160369873,6 August 1997,"USA,Iceland,Argentina"
Side Out,Ronald Víctor García,"Paul Aronoff,Sam Black,Tom Davis,Gary S. Gelfand,Ken Gladden,George R. Groves Jr.,Vince Gutierrez,Phil Jamtaas,Brent Johnson,Donald F. Johnson,Joe Johnston,Scott Millan,Dean Minnerly,Robert Muchnicki,John S. Orr,Craig M. Otte,Tim Philben,John Reiner,Brian Risner,David Scharf,Jules Strasser,Randal S. Thomas,Terence Thomas",Peter Israelson,"Colby P. Bart,Bruce R. Hogard,Bernadene Morgan",,3,180.0,13.33.87.143,0.19075894355773926,30 March 1990,"USA,West Germany,Iceland,Spain,Philippines,Brazil,Japan,Hungary"
The Babe,Haskell Wexler,"Anna Behlmer,Stu Bernstein,Gary Blufer,Robert Bradshaw,Richard Burton,Larry Carow,Jake Collins,Todd Egan,John Michael Fanaris,John Fundus,Leslie Gaulin,Hector C. Gika,Marilyn Graf,Glenn Hoskinson,Holly Huckins,Scott D. Jackson,Tobie Joanne Jackson,John Kwiatkowski,Mary Jo Lang,Lee Lemont,John Leveque,Dennis Maitland,Blake Marion,Anthony Milch,Rocky Moriana Jr.,Michele Perrone,Richard Portman,John Roesch,Katie Rowe,Steve Schwalbe,Mary Ruth Smith,Bruce Stambler,James S. Stewart,Becky Sullivan,Shawn Sykora,Dan Wallin,Ron Ward,Donald L. Warner Jr.,Cory Coken,Bill Dannevik,Rickley W. Dumm,Steve Richardson,Carolyn Tapp,Richard E. Yawn",Arthur Hiller,"Patrick Caulfield,Nancy Cavallaro,Gloria Coffey-Sharrieff,Alexandria Forster,Paul Lopez,Kelly Mahony,Eileen McCahill,Barbara McHugh,Mort Schwartz,Lois DeArmond",,3,180.0,13.33.87.143,0.35233402252197266,  1992,"Finland,USA,Japan,Hungary"
Jefferson in Paris,Richard Robbins,"Jean-Michel Ducourty,Marie-Agnes Giafferi,Frédéric-Guillaume Lefebvre,Thierry Poulet,Bernadette Saint Loubert,Charles Schwacsina,Simon Tric",James Ivory,"Michel LeJeune,Annette Trumel",,3,180.0,13.33.87.143,0.08920907974243164,31 March 1995,"USA,France,Italy,Argentina,UK,Ireland,Denmark,Sweden,Germany,Portugal,Australia,Greece,Netherlands,Hungary,Japan"
The Rachel Papers,"Chaz Jankel,David Storrs","Dave Allen,Rob Anderson,Gari Bacon,Fiona Ball,Alan Crawshaw,David Fitzjohn,Paul Ghirardani,George Hall,Ken Hawkey,Steve Kolodzietski,George Malin,Rod McLean,Brian Mitchell,Con Murphy,Fred Palmer,Ken Perkins,Graeme Purdy,Colin Rutter,Guy Rutter,Hank Schumacher,Bob Sherwood,Vince Snider,Tommy Westbrook,Tony Wright",Damian Harris,"Lesley Bingham,Jenny Hawkins,Hilary Watson",,3,180.0,13.33.87.143,0.10604214668273926,12 May 1989,"USA,UK,Philippines,Netherlands,Germany,France"
Love Crimes,Jack N. Green,,Lizzie Borden,"Gary Burritt,Phil Hetos,Christy Richmond,Lewis Schoenbrun",,3,180.0,13.33.87.143,0.21740293502807617,24 January 1992,"USA,Germany,Germany,Netherlands,Portugal,Spain,Australia,UK,Hungary,Japan,Sweden,Denmark,Italy"
To Sleep with Anger,Walt Lloyd,"Veda Campbell,Lewis Goldstein,Patrick M. Griffith,Ken S. Polk,Ken Teaney",Charles Burnett,"Christi Moore,Plummy Tucker",,3,180.0,13.33.87.143,0.10448598861694336,22 January 1990,"USA,Canada,USA,USA,France,UK,Netherlands,UK,Argentina,USA,USA,USA"
Kull the Conqueror,Rodney Charters,"Christopher Assells,Gregg Barbanell,Barney Cabral,Michael C. Casper,Dino Dimuro,Arthur Farkas,Steve Finnigan,Gregory Hainer,Tony Lamberti,Kimberly Ellen Lowe,Brian McPherson,Glenn T. Morgan,Tony Negrete,Robert Polich,Andrew Somers,Reinhard Stergar,Jon Title,Richard Weingart,Bill Meadows",John Nicolella,"Cecilla Hensel,Zoe Sharpe,Patty Sherman,Eva Stefankovicová,Amy Taksen,Sheila Trezise,Katy Whiteley",,3,180.0,13.33.87.143,0.14456391334533691,29 August 1997,"USA,Singapore,Turkey,Spain,Argentina,Australia,Brazil,USA,Finland,UK,Iceland,France,Hungary,Greece,Portugal,Netherlands,Japan"
Above Suspicion,Ross Berryman,"Joan Chamberlain,Dean Drabin,Joe Earle,Andrew Ellerd,Eric Erickson,Ann Hadsell,James Hebenstreit,Javier M. Hernández,Barbara Issak,Adam Jenkins,Tony Jenkins,Paul Massey,Anthony Mazzei,Scott Millan,Alyson Dee Moore,Patricia Nedd,Brian Thomas Nist,Ralph Osborn,Brian Ruberg,Adam Sawelson,Richard Schexnayder,Bob Bass,Tim Song Jones",Steven Schachter,"Allison Gerdy,Emma Jackson,Lydia Shiferaw,Stephanie Siemens",,3,180.0,13.33.87.143,0.13147640228271484,21 May 1995,"USA,Japan"
Campfire Tales,Andrew Rose,"Yaniv Bashan,Erich V. Blough,Daniel Bosler,Dan Burton,Peter Carnahan,Jeff Christenson,Shiuvaun Egan,Hugo Escobar,Jan Fead,Chip Herrington,Stan Lanich,Christopher Lewis,Tanya B. Magidow,Gregory Meadows,Boris Portillo,Renata Yvette Ray,Teddi Rice,Jim Richards,Aaron S. Rutman,Eric 'Ezmo' Smith","Matt Cooper,Martin Kunert,David Semel","Charles Long,Susan Matheson,Monica Vasquez",,3,180.0,13.33.87.143,0.19988608360290527,May 1997,"UK,Germany,USA,Portugal,Finland,Spain"
Desert Blue,"Effie Brown,Michael Burns,Marc Butan,Leanna Creel,Kip Hagopian,Gill Holland,Nadia Leonelli,A. Carter Pottash,Andrea Sperling",Jamin O'Brien,Morgan J. Freeman,"Michael Barnett,Claire F. Cario,Johnny Erbes-Chan,Alan Jacobsen",,3,180.0,13.33.87.143,0.16765904426574707,12 September 1998,"Canada,USA,Australia,Iceland,Argentina,Hungary,Japan,Finland,Sweden,Italy"
A Pure Formality,"Bruno Altissimi,Mario Cecchi Gori,Vittorio Cecchi Gori,Jean-Louis Livi,Alexandre Mnouchkine,Claudio Saraceni","Stefania Girolami Goodwin,Giovanni Morricone,Massimo Sagramola",Giuseppe Tornatore,"Roberto Barbona,Luca Biamonte,Nazzareno Brescini,Fausto Cancellieri,Renato Ciarrocchi,Vittorio D'Ammassa,Massimiliano Dessena,Franco Di Bernardino,Giuseppe Di Biase,Maurizio di Stefano,Paolo Di Stefano,Claudio Diamanti,Angelo Donatone,Sergio Dori,Roberto Emidi,Pietro Fabbri,Sergio Faina,Adriano Giannini,Fabio Lanciotti,Massimo Lombardi,Alessandro Martella,Massimo Millozzi,Mauro Misino,Carlo Moreschini,Carlo Passari,Giuseppe Petrignani,Flaviano Ricci,Maurizio Salvatori,Maurizio Serafini,Giuseppe Sgarra,Aldo Stella,Enrico Stella,Mario Stella,Marcello Tallone,Doriano Torriero,Vincenzo Vedovato",,3,180.0,13.33.87.143,0.12863993644714355,15 May 1994,"Italy,France,Hungary,Sweden,Germany,Spain,Australia,USA,Portugal,Finland,Japan,Argentina"
Blue,David Lewis,Tom Russell,Derek Jarman,,,3,180.0,13.33.87.143,0.13670086860656738,3 October 1993,"USA,USA,Germany,Netherlands,Italy,Sweden,Hungary,USA,Poland,Taiwan,China"
Shadow Conspiracy,Buzz Feitshans IV,"Ulrika Akander,George Berndt,Thom Brennan,John T. Cucci,Mark C. Grech,Michael Haight,Linda Lew,Thomas P. McNamara,Bill Rojas,Timothy P. Salmon,Hamilton Sterling,Randy Vandegrift,Keith A. Wester,Mark Jan Wlodarkiewicz,Alexandra Gonzales",George P. Cosmatos,Mark Peterson,,3,180.0,13.33.87.143,0.5594470500946045,25 January 1997,"South Korea,USA,Netherlands,UK,Portugal,Germany,Sweden,France,Belgium,Turkey,Italy,Japan,Iceland,Poland,Argentina,Norway,Hungary"
Mr. Baseball,Ian Baker,"Peter Fenton,David Kelson,Glenn Newnham,Paul Pirola,Ron Purvis,Terry Rodman,Pat Suraci",Fred Schepisi,Robyn Elliott,,3,180.0,13.33.87.143,0.27256107330322266,2 October 1992,"USA,Japan,Germany,Hungary"
I Bought a Vampire Motorcycle,Dean Friedman,Steve Phillips,Dirk Campbell,,,3,180.0,13.33.87.143,0.17128491401672363,  1990,"USA,UK,Australia,Spain,Spain"
Amateur,Michael Spiller,"Marko A. Costanzo,Jeanne Gilliland,Paul Koronkiewicz,Susan Littenberg,Jeff Pullman,Steve Silkensen,Reilly Steele",Hal Hartley,"Elana C. Fisher,Marina Marit,Kathryn Nixon",,3,180.0,13.33.87.143,0.20072603225708008,5 August 1994,"Spain,Canada,USA,Belgium,France,Germany,Hungary,Japan,UK,Portugal,Sweden,USA,Netherlands,USA,Australia,Denmark,Finland,Norway,Taiwan,Iceland,Czech Republic,Poland,Argentina,Japan"
Bushwhacked,Theo van de Sande,"Alfred Ainsworth,Todd Bassman,Anna Behlmer,Jim Brookshire,Scott Burrow,Ted Caplan,Virginia Cook-McGowan,Tim Cooney,Scott Curtis,Linda Di Franco,Don Givens,Don Hall,Ellen Heuer,Scott A. Jennings,David Jobe,Adam Kopald,Vanessa Lapato,Christopher Moriana,Andy Nelson,Jeffrey J. Osmer,Michele Perrone,David Spence,Donald Sylvester,Paul Urmson,Gayle Wesley,Roy Seeger",Greg Beeman,"Jacqueline Aronson,Eden Clark Coblenz,Nancy Collini,Cookie Lopez",,3,180.0,13.33.87.143,0.11097979545593262,4 August 1995,"USA,Germany,Hungary,Australia,France,Mexico,UK,Turkey,Japan,Portugal"
Motorama,Joseph Yacoe,"Arnold Anderson,Mark Berger,Laurie Bernard,Wally Burr,Francesca Dodd,Beau Franklin,Stephen Kearney,Mark Levinson,Donny Miele",Barry Shils,"Irene Bergmann,Jennifer Rade",,3,180.0,13.33.87.143,0.15702390670776367,10 September 1991,"Canada,USA,Sweden,USA,USA,Japan"
Sour Grapes,Priscilla Nedd-Friendly,"Daniel P. Church,Jim Fitzpatrick,Avram D. Gold,Robin Harlan,Robert Janiger,James Matheny,Scott Millan,Sarah Monat,Tom Nelson,Josephine Nericcio,Andrew Patterson,Daniel Rosenblum,Renee Sabath,Carolyn Sauer,George W. Scott,Brad Sherman,Randy Singer,David Spence,Greg Steele,Jeff Watts,David A. Whittaker,Paul J. Zydel,Rick Mitchell,Elijah Schkeiban",Larry David,"Diane Crooke,Gail A. Fitzgibbons,Roberta Haze,Julie Heath,Brenda Maben",,3,180.0,13.33.87.143,0.21352005004882812,17 April 1998,"USA,Kuwait,Hungary,UK,Portugal,Argentina,Iceland,Japan"
The Last Riders,John Gonzalez,"Mark Allen,Mike Hall,Enrique L. Rendón Jaramillo,James P. Slingluff",Joseph Merhi,Paul G. Volk,,3,180.0,13.33.87.143,0.14775705337524414,1 February 1992,USA
Baazigar,Thomas A. Xavier,"Hitendra Ghosh,B.D. Mishra,Prahlad Salvi,Narendra Shinde,Jeetu Singh,Nadir E. Suratwala","Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla","Saifuddin Bangdiwala,M.P. Sawant,Ajit Sinha",,3,180.0,13.33.87.143,0.17220187187194824,12 November 1993,India
Renegades,Phil Meheux,"Karen Baker Landers,Tom Bellfort,Lon Bender,Neal Burger,Bryan Day,Don Digirolamo,William Dotson,Sukey Fontelieu,George Fredrick,Gary Gegan,Robert Glass,Avram D. Gold,Victor Grodecki,Gary A. Hecker,Chris Hogan,Alan Holly,Larry Kemp,Lou Kleinman,Robert Knudson,Nicholas Korda,Mark R. La Pointe,Michael LaCroix,Mark Lanza,Cliff Latimer,Kelly Oxford,Dan M. Rich,Frank Sacco,George Simpson,Wylie Stateman,Edward M. Steidele",Jack Sholder,"Kristina Boon,Maureen Curtin,Laurie Drew,Jay Du Boisson,Patricia Hanley,Kathleen Mulder,Sharon Pinkenson,Martha Wynne Snetsinger,Debbie Williams",,3,180.0,13.33.87.143,0.12237024307250977,2 June 1989,"USA,South Korea,Australia,West Germany,Sweden,UK,Ireland,France,Denmark,Netherlands,Portugal,Turkey,Hungary,Japan"
Plump Fiction,Rex Nicholson,"Mark Allen,William J. Caparella,Maxim Carl,Eric Enroth,Patrick M. Griffith,Lisa Hannan,Kirk Hunter,Eric Jaffe,Michael Jonascu,Wayne Scott Joness,Jeff King,Gabriel Kitinski,John Kohlbrenner,Robert Lee,Chris Longo,Lionel Luna,Jeff Mar,Michael McCarty,Cynthia Merrill,T.A. Moore Jr.,Paul N.J. Ottosson,Jesse Pomeroy,Ken Poteat,Thomas Richter,Douglas Salkin,Debby VanPoucke",Bob Koherr,"Edward Reno Hibbs,Leesa-Rae Sandoval",,3,180.0,13.33.87.143,0.22169113159179688,May 1997,"Portugal,Poland,Sweden,Spain,USA,Iceland"
Pretty Woman,Charles Minsky,"Robert Fitzgerald,Jeremy J. Gordon,David Hagberg,Michael Hilkene,David J. Hudson,Doug Jackson,Chris Jargo,Randall L. Johnson,Gary Krivacek,Eric Lindemann,Harrison D. Marsh,Joseph A. Mayer,Mel Metcalfe,Terry Porter,Thomas W. Small,James E. Webb,John O. Wilde,Larry Hopkins,Troy Porter,Jerry Trent",Garry Marshall,"Elinor Bardach,Daniel J. Lester,Carlane Passman",,3,180.0,13.33.87.143,0.09795689582824707,23 March 1990,"Canada,USA,Australia,Iceland,UK,Ireland,Finland,Sweden,West Germany,Austria,Italy,Brazil,Netherlands,Hungary,Denmark,Taiwan,South Korea,Uruguay,Portugal,Spain,Argentina,Hong Kong,Turkey,France,Greece,Japan,Indonesia,UK,Peru,Chile"
Independence Day,Karl Walter Lindenlaub,"Bob Beemer,Bill W. Benton,Bruce Bisenz,Noah Blough,James Bolt,Chris Carpenter,Michael C. Casper,Vincent Cassaro,Michael Chandler,Gail Clark Burch,Don Coufal,David M. Cowan,Patrick Cyccone Jr.,Dean Drabin,Rickley W. Dumm,Ronald Eng,Steffan Falesitch,John P. Fasal,Sandy Gendler,Hector C. Gika,Scott G.G. Haller,Craig Heath,Hilda Hodges,Gary Holland,Ethan Holzman,Spike Allison Hooper,Nicholas James,Nils C. Jensen,Jon Johnson,Ken J. Johnson,Jay Kamen,Val Kuklowsky,Mark R. La Pointe,Mark Lanza,Daniel J. Leahy,Tod A. Maitland,Mark L. Mangino,Dean G. Manly,Jonathan Miller,Ken Miller,Christian P. Minkler,Eric Potter,Vic Radulich,Robert Renga,Sergio Reyes,John Roesch,Mark Scheret,B. Tennyson Sebastian III,Denis St. Amand,William Van Daalan,Bill Voigtlander,Christopher T. Welch,J.R. Westen,Jeff Wexler,John O. Wilde,Chris Winter,Anthony Zero,Suzanne Angel,Markus Braack,Marilyn Graf,Joel Holland,Larry Hopkins,Mary Jo Lang,Andy Malcolm,Magic A. Moreno,Thomas Needell,Dennis Sager,John Soukup,Del Spiva,Dean St. John,Carolyn Tapp",Roland Emmerich,"Michael Adkins,Rani Cunningham,Sanja Milkovic Hays,Riki Lin Sabusawa,Heidi Shulman,Irena Stepic,Estella C. Wallerstein,Christi Work,Anette Czagany",,3,180.0,13.33.87.143,0.18630409240722656,25 June 1996,"USA,Canada,Jamaica,Puerto Rico,USA,UK,Hong Kong,Malaysia,Trinidad and Tobago,Taiwan,Argentina,Mexico,Singapore,Colombia,Peru,Uruguay,South Korea,Venezuela,Brazil,Chile,Panama,Malta,UK,Ireland,Israel,Thailand,Iceland,Indonesia,Bolivia,New Zealand,Australia,South Africa,Austria,Bulgaria,Spain,Lebanon,Germany,Norway,Switzerland,Italy,Japan,Egypt,Czech Republic,Slovakia,France,Belgium,Croatia,Netherlands,Sweden,Estonia,Finland,Lithuania,Latvia,Poland,Romania,Turkey,Denmark,Portugal,Russia,Serbia,Yugoslavia,Hungary,Slovenia,Cyprus,Greece,India,Philippines,Japan,France"
